first_name,last_name,name,last_season,player_code,country_of_birth,date_of_birth,sub_position,position,foot,height_in_cm,contract_expiration_date,image_url,international_caps,international_goals,url,current_club_name,market_value_in_eur,highest_market_value_in_eur
Endris,Scaramelli,Endris Scaramelli,2024,endris-scaramelli,Ethiopia,2006-09-19 00:00:00,Right Midfield,Midfield,right,,,https://img.a.transfermarkt.technology/portrait/header/964239-1730124080.jpg?lm=1,,,https://www.transfermarkt.co.uk/endris-scaramelli/profil/spieler/964239,AC Monza,25000.0,25000.0
Kevin,Martins,Kevin Martins,2024,kevin-martins,Italy,2005-01-31 00:00:00,Right Winger,Attack,right,180.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/724069-1739282665.jpg?lm=1,3.0,1.0,https://www.transfermarkt.co.uk/kevin-martins/profil/spieler/724069,AC Monza,,
Andrea,Vailati,Andrea Vailati,2024,andrea-vailati,,2007-08-04 00:00:00,Goalkeeper,Goalkeeper,,,,https://img.a.transfermarkt.technology/portrait/header/1063226-1730123973.jpg?lm=1,,,https://www.transfermarkt.co.uk/andrea-vailati/profil/spieler/1063226,AC Monza,,
Moise,Kean,Moise Kean,2025,moise-kean,Italy,2000-02-28 00:00:00,Centre-Forward,Attack,right,183.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/364135-1725532147.jpg?lm=1,26.0,13.0,https://www.transfermarkt.co.uk/moise-kean/profil/spieler/364135,Associazione Calcio Fiorentina,32000000.0,50000000.0
Cher,Ndour,Cher Ndour,2025,cher-ndour,Italy,2004-07-27 00:00:00,Central Midfield,Midfield,right,190.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/651005-1758718132.jpg?lm=1,26.0,4.0,https://www.transfermarkt.co.uk/cher-ndour/profil/spieler/651005,Associazione Calcio Fiorentina,20000000.0,20000000.0
Pietro,Comuzzo,Pietro Comuzzo,2025,pietro-comuzzo,Italy,2005-02-20 00:00:00,Centre-Back,Defender,right,188.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/746712-1730183199.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/pietro-comuzzo/profil/spieler/746712,Associazione Calcio Fiorentina,18000000.0,25000000.0
,Dodô,Dodô,2025,dodo,Brazil,1998-11-17 00:00:00,Right-Back,Defender,right,166.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/401529-1663591985.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/dodo/profil/spieler/401529,Associazione Calcio Fiorentina,16000000.0,24000000.0
Nicolò,Fagioli,Nicolò Fagioli,2025,nicolo-fagioli,Italy,2001-02-12 00:00:00,Central Midfield,Midfield,right,178.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/432090-1695025310.jpg?lm=1,7.0,0.0,https://www.transfermarkt.co.uk/nicolo-fagioli/profil/spieler/432090,Associazione Calcio Fiorentina,16000000.0,35000000.0
Roberto,Piccoli,Roberto Piccoli,2025,roberto-piccoli,Italy,2001-01-27 00:00:00,Centre-Forward,Attack,right,190.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/432092-1753438910.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/roberto-piccoli/profil/spieler/432092,Associazione Calcio Fiorentina,14000000.0,20000000.0
Albert,Gudmundsson,Albert Gudmundsson,2025,albert-gudmundsson,Iceland,1997-06-15 00:00:00,Second Striker,Attack,right,177.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/305947-1705389252.jpg?lm=1,46.0,14.0,https://www.transfermarkt.co.uk/albert-gudmundsson/profil/spieler/305947,Associazione Calcio Fiorentina,12000000.0,30000000.0
Giovanni,Fabbian,Giovanni Fabbian,2025,giovanni-fabbian,Italy,2003-01-14 00:00:00,Attacking Midfield,Midfield,right,190.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/633668-1695027735.jpg?lm=1,17.0,4.0,https://www.transfermarkt.co.uk/giovanni-fabbian/profil/spieler/633668,Associazione Calcio Fiorentina,10000000.0,14000000.0
Niccolò,Fortini,Niccolò Fortini,2025,niccolo-fortini,Italy,2006-02-13 00:00:00,Left-Back,Defender,right,185.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/984964-1748503175.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/niccolo-fortini/profil/spieler/984964,Associazione Calcio Fiorentina,10000000.0,10000000.0
Rolando,Mandragora,Rolando Mandragora,2025,rolando-mandragora,Italy,1997-06-29 00:00:00,Defensive Midfield,Midfield,left,183.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/308279-1663591807.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/rolando-mandragora/profil/spieler/308279,Associazione Calcio Fiorentina,9000000.0,15000000.0
Marco,Brescianini,Marco Brescianini,2025,marco-brescianini,Italy,2000-01-20 00:00:00,Central Midfield,Midfield,left,188.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/459128-1730183739.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/marco-brescianini/profil/spieler/459128,Associazione Calcio Fiorentina,9000000.0,9000000.0
Jacopo,Fazzini,Jacopo Fazzini,2025,jacopo-fazzini,Italy,2003-03-16 00:00:00,Central Midfield,Midfield,right,178.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/691482-1673249779.jpg?lm=1,5.0,0.0,https://www.transfermarkt.co.uk/jacopo-fazzini/profil/spieler/691482,Associazione Calcio Fiorentina,8500000.0,10000000.0
Manor,Solomon,Manor Solomon,2025,manor-solomon,Israel,1999-07-24 00:00:00,Left Winger,Attack,right,170.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/396638-1684793985.jpg?lm=1,49.0,8.0,https://www.transfermarkt.co.uk/manor-solomon/profil/spieler/396638,Associazione Calcio Fiorentina,8000000.0,20000000.0
Marin,Pongracic,Marin Pongracic,2025,marin-pongracic,Germany,1997-09-11 00:00:00,Centre-Back,Defender,right,193.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/282144-1657202331.jpg?lm=1,20.0,0.0,https://www.transfermarkt.co.uk/marin-pongracic/profil/spieler/282144,Associazione Calcio Fiorentina,6500000.0,10000000.0
Jack,Harrison,Jack Harrison,2025,jack-harrison,England,1996-11-20 00:00:00,Left Winger,Attack,left,175.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/417346-1711746777.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/jack-harrison/profil/spieler/417346,Associazione Calcio Fiorentina,6500000.0,28000000.0
Luca,Ranieri,Luca Ranieri,2025,luca-ranieri,Italy,1999-04-23 00:00:00,Centre-Back,Defender,left,187.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/346561-1692962464.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/luca-ranieri/profil/spieler/346561,Associazione Calcio Fiorentina,6000000.0,12000000.0
Andrea,Colpani,Andrea Colpani,2024,andrea-colpani,Italy,1999-05-11 00:00:00,Attacking Midfield,Midfield,left,184.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/392959-1730183016.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/andrea-colpani/profil/spieler/392959,Associazione Calcio Fiorentina,6000000.0,18000000.0
Fabiano,Parisi,Fabiano Parisi,2025,fabiano-parisi,Italy,2000-11-09 00:00:00,Left-Back,Defender,left,178.0,2029-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/547985-1663677780.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/fabiano-parisi/profil/spieler/547985,Associazione Calcio Fiorentina,6000000.0,10000000.0
Edoardo,Bove,Edoardo Bove,2024,edoardo-bove,Italy,2002-05-16 00:00:00,Central Midfield,Midfield,right,181.0,2031-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/562049-1725532201.jpg?lm=1,14.0,1.0,https://www.transfermarkt.co.uk/edoardo-bove/profil/spieler/562049,Associazione Calcio Fiorentina,5000000.0,18000000.0
Antonín,Barák,Antonín Barák,2024,antonin-barak,Czech Republic,1994-12-03 00:00:00,Attacking Midfield,Midfield,left,190.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/272261-1727699332.jpg?lm=1,44.0,11.0,https://www.transfermarkt.co.uk/antonin-barak/profil/spieler/272261,Associazione Calcio Fiorentina,4500000.0,20000000.0
Robin,Gosens,Robin Gosens,2025,robin-gosens,Germany,1994-07-05 00:00:00,Left-Back,Defender,left,183.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/273132-1686641124.jpg?lm=1,24.0,2.0,https://www.transfermarkt.co.uk/robin-gosens/profil/spieler/273132,Associazione Calcio Fiorentina,4000000.0,35000000.0
David,de Gea,David de Gea,2025,david-de-gea,Spain,1990-11-07 00:00:00,Goalkeeper,Goalkeeper,right,192.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/59377-1667548362.jpg?lm=1,45.0,0.0,https://www.transfermarkt.co.uk/david-de-gea/profil/spieler/59377,Associazione Calcio Fiorentina,3500000.0,70000000.0
Luis,Balbo,Luis Balbo,2025,luis-balbo,Venezuela,2006-03-28 00:00:00,Left-Back,Defender,left,177.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1012731-1770273851.jpg?lm=1,4.0,0.0,https://www.transfermarkt.co.uk/luis-balbo/profil/spieler/1012731,Associazione Calcio Fiorentina,3000000.0,3000000.0
Josip,Brekalo,Josip Brekalo,2024,josip-brekalo,Croatia,1998-06-23 00:00:00,Left Winger,Attack,right,175.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/293169-1695027309.jpg?lm=1,35.0,4.0,https://www.transfermarkt.co.uk/josip-brekalo/profil/spieler/293169,Associazione Calcio Fiorentina,2500000.0,15000000.0
Eddy,Kouadio,Eddy Kouadio,2025,eddy-kouadio,Italy,2006-05-07 00:00:00,Centre-Back,Defender,right,191.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/957822-1755840967.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/eddy-kouadio/profil/spieler/957822,Associazione Calcio Fiorentina,2500000.0,2500000.0
Daniele,Rugani,Daniele Rugani,2025,daniele-rugani,Italy,1994-07-29 00:00:00,Centre-Back,Defender,right,190.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/162959-1753427431.jpg?lm=1,7.0,0.0,https://www.transfermarkt.co.uk/daniele-rugani/profil/spieler/162959,Associazione Calcio Fiorentina,2000000.0,22000000.0
Tommaso,Martinelli,Tommaso Martinelli,2024,tommaso-martinelli,Italy,2006-01-06 00:00:00,Goalkeeper,Goalkeeper,right,194.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/934159-1676018484.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/tommaso-martinelli/profil/spieler/934159,Associazione Calcio Fiorentina,2000000.0,2000000.0
Maat Daniel,Caprini,Maat Daniel Caprini,2024,maat-daniel-caprini,Italy,2006-02-11 00:00:00,Left Winger,Attack,right,180.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/996453-1707214283.jpg?lm=1,2.0,1.0,https://www.transfermarkt.co.uk/maat-daniel-caprini/profil/spieler/996453,Associazione Calcio Fiorentina,2000000.0,2000000.0
Niccolò,Pierozzi,Niccolò Pierozzi,2023,niccolo-pierozzi,Italy,2001-09-12 00:00:00,Right-Back,Defender,right,184.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/534084-1695027539.jpg?lm=1,,,https://www.transfermarkt.co.uk/niccolo-pierozzi/profil/spieler/534084,Associazione Calcio Fiorentina,1800000.0,1800000.0
Eman,Košpo,Eman Košpo,2025,eman-kospo,Switzerland,2007-05-17 00:00:00,Centre-Back,Defender,right,191.0,2030-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/1015822-1699372371.jpg?lm=1,2.0,0.0,https://www.transfermarkt.co.uk/eman-kospo/profil/spieler/1015822,Associazione Calcio Fiorentina,1500000.0,1500000.0
Oliver,Christensen,Oliver Christensen,2025,oliver-christensen,Denmark,1999-03-22 00:00:00,Goalkeeper,Goalkeeper,right,190.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/471936-1688647558.jpg?lm=1,1.0,0.0,https://www.transfermarkt.co.uk/oliver-christensen/profil/spieler/471936,Associazione Calcio Fiorentina,1400000.0,4500000.0
Tommaso,Rubino,Tommaso Rubino,2024,tommaso-rubino,Italy,2006-11-10 00:00:00,Attacking Midfield,Midfield,right,179.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/866247-1715679843.jpg?lm=1,0.0,0.0,https://www.transfermarkt.co.uk/tommaso-rubino/profil/spieler/866247,Associazione Calcio Fiorentina,1200000.0,1200000.0
Jonas,Harder,Jonas Harder,2024,jonas-harder,Italy,2005-09-30 00:00:00,Central Midfield,Midfield,right,178.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/932740-1707406029.jpg?lm=1,8.0,0.0,https://www.transfermarkt.co.uk/jonas-harder/profil/spieler/932740,Associazione Calcio Fiorentina,1200000.0,1200000.0
Lorenzo,Amatucci,Lorenzo Amatucci,2023,lorenzo-amatucci,Italy,2004-02-05 00:00:00,Defensive Midfield,Midfield,right,172.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/707450-1675245471.jpg?lm=1,,,https://www.transfermarkt.co.uk/lorenzo-amatucci/profil/spieler/707450,Associazione Calcio Fiorentina,1000000.0,1000000.0
Abdelhamid,Sabiri,Abdelhamid Sabiri,2025,abdelhamid-sabiri,Morocco,1996-11-28 00:00:00,Attacking Midfield,Midfield,right,186.0,2026-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/340394-1661514460.jpg?lm=1,11.0,2.0,https://www.transfermarkt.co.uk/abdelhamid-sabiri/profil/spieler/340394,Associazione Calcio Fiorentina,850000.0,4000000.0
Christian,Dalle Mura,Christian Dalle Mura,2023,christian-dalle-mura,Italy,2002-02-02 00:00:00,Centre-Back,Defender,left,185.0,2027-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/487829-1625040971.jpg?lm=1,,,https://www.transfermarkt.co.uk/christian-dalle-mura/profil/spieler/487829,Associazione Calcio Fiorentina,850000.0,1300000.0
Aleksandr,Kokorin,Aleksandr Kokorin,2023,aleksandr-kokorin,UdSSR,1991-03-19 00:00:00,Second Striker,Attack,right,184.0,2025-05-31 00:00:00,https://img.a.transfermarkt.technology/portrait/header/89086-1668889566.jpg?lm=1,,,https://www.transfermarkt.co.uk/aleksandr-kokorin/profil/spieler/89086,Associazione Calcio Fiorentina,800000.0,18000000.0
Tommaso,Vannucchi,Tommaso Vannucchi,2023,tommaso-vannucchi,Italy,2007-03-05 00:00:00,Goalkeeper,Goalkeeper,left,197.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/988977-1695026842.jpg?lm=1,,,https://www.transfermarkt.co.uk/tommaso-vannucchi/profil/spieler/988977,Associazione Calcio Fiorentina,400000.0,400000.0
Luca,Lezzerini,Luca Lezzerini,2025,luca-lezzerini,Italy,1995-03-24 00:00:00,Goalkeeper,Goalkeeper,right,195.0,2028-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/135747-1757604338.jpg?lm=1,4.0,0.0,https://www.transfermarkt.co.uk/luca-lezzerini/profil/spieler/135747,Associazione Calcio Fiorentina,350000.0,800000.0
Fallou,Sene,Fallou Sene,2023,fallou-sene,Senegal,2004-08-21 00:00:00,Centre-Forward,Attack,right,187.0,2025-06-30 00:00:00,https://img.a.transfermarkt.technology/portrait/header/707456-1713767352.jpg?lm=1,,,https://www.transfermarkt.co.uk/fallou-sene/profil/spieler/707456,Associazione Calcio Fiorentina,200000.0,200000.0
