id,id_transfermarkt,club_tm,nome,cognome,data_nascita,scadenza_contratto,id_giocatore,aggiornato_il
679,950393.0,Associazione Calcio Fiorentina,,Viery,2005-01-02,2031-06-30,,2026-09-02 22:15:53.956921+00:00
680,135747.0,Associazione Calcio Fiorentina,Luca,Lezzerini,1995-03-24,2028-06-30,,2026-09-02 22:15:53.956921+00:00
681,1186245.0,Associazione Calcio Fiorentina,Víctor,Valdepeñas,2006-10-20,,,2026-09-02 22:15:53.956921+00:00
682,282144.0,Associazione Calcio Fiorentina,Marin,Pongracic,1997-09-11,2029-06-30,,2026-09-02 22:15:53.956921+00:00
683,346561.0,Associazione Calcio Fiorentina,Luca,Ranieri,1999-04-23,2028-06-30,,2026-09-02 22:15:53.956921+00:00
684,547985.0,Associazione Calcio Fiorentina,Fabiano,Parisi,2000-11-09,2029-06-30,,2026-09-02 22:15:53.956921+00:00
685,426620.0,Associazione Calcio Fiorentina,Pedro,Gonçalves,1998-06-28,2027-06-30,,2026-09-02 22:15:53.956921+00:00
686,1279526.0,Associazione Calcio Fiorentina,Christ,Inao Oulaï,2006-04-06,,,2026-09-02 22:15:53.956921+00:00
687,432090.0,Associazione Calcio Fiorentina,Nicolò,Fagioli,2001-02-12,2028-06-30,,2026-09-02 22:15:53.956921+00:00
688,401529.0,Associazione Calcio Fiorentina,,Dodô,1998-11-17,2027-06-30,,2026-09-02 22:15:53.956921+00:00
689,855308.0,Associazione Calcio Fiorentina,Arthur,Atta,2003-01-14,2031-06-30,,2026-09-02 22:15:53.956921+00:00
690,272261.0,Associazione Calcio Fiorentina,Antonín,Barák,1994-12-03,2027-06-30,,2026-09-02 22:15:53.956921+00:00
691,537602.0,Associazione Calcio Fiorentina,,João Mário,2000-01-03,2027-06-30,,2026-09-02 22:15:53.956921+00:00
692,651005.0,Associazione Calcio Fiorentina,Cher,Ndour,2004-07-27,2029-06-30,,2026-09-02 22:15:53.956921+00:00
693,386455.0,Associazione Calcio Fiorentina,Riccardo,Sottil,1999-06-03,2027-06-30,,2026-09-02 22:15:53.956921+00:00
694,459128.0,Associazione Calcio Fiorentina,Marco,Brescianini,2000-01-20,2030-06-30,,2026-09-02 22:15:53.956921+00:00
695,741257.0,Associazione Calcio Fiorentina,Álex,Jiménez,2005-05-08,2027-06-30,,2026-09-02 22:15:53.956921+00:00
696,595809.0,Associazione Calcio Fiorentina,,Beto,1998-01-31,2030-06-30,,2026-09-02 22:15:53.956921+00:00
697,856530.0,Associazione Calcio Fiorentina,Mateo,Pellegrino,2001-10-22,2031-06-30,,2026-09-02 22:15:53.956921+00:00
698,1057316.0,Associazione Calcio Fiorentina,Franco,Mastantuono,2007-08-14,2027-06-30,,2026-09-02 22:15:53.956921+00:00
699,934527.0,Associazione Calcio Fiorentina,Alieu,Njie,2005-05-14,2027-06-30,,2026-09-02 22:15:53.956921+00:00
700,627626.0,Associazione Calcio Fiorentina,Wilfried,Gnonto,2003-11-05,2027-06-30,,2026-09-02 22:15:53.956921+00:00
701,1350478.0,Associazione Calcio Fiorentina,Federico,Croci,2010-07-01,2029-06-30,,2026-09-02 22:15:53.956921+00:00
702,962246.0,Atalanta Bergamasca Calcio S.p.a.,Thomas,Pompei,2006-07-04,,,2026-09-02 22:15:53.956921+00:00
703,571604.0,Atalanta Bergamasca Calcio S.p.a.,Giorgio,Scalvini,2003-12-11,2028-06-30,,2026-09-02 22:15:53.956921+00:00
704,459763.0,Atalanta Bergamasca Calcio S.p.a.,Marco,Carnesecchi,2000-07-01,2028-06-30,,2026-09-02 22:15:53.956921+00:00
705,199976.0,Atalanta Bergamasca Calcio S.p.a.,Marco,Sportiello,1992-05-10,2028-06-30,,2026-09-02 22:15:53.956921+00:00
706,503075.0,Atalanta Bergamasca Calcio S.p.a.,Isak,Hien,1999-01-13,2028-06-30,,2026-09-02 22:15:53.956921+00:00
707,644771.0,Atalanta Bergamasca Calcio S.p.a.,Odilon,Kossounou,2001-01-04,2029-06-30,,2026-09-02 22:15:53.956921+00:00
708,698259.0,Atalanta Bergamasca Calcio S.p.a.,Thomas,Kristensen,2002-01-17,2027-06-30,,2026-09-02 22:15:53.956921+00:00
709,294808.0,Atalanta Bergamasca Calcio S.p.a.,Franck,Kessié,1996-12-19,2029-06-30,,2026-09-02 22:15:53.956921+00:00
710,358008.0,Atalanta Bergamasca Calcio S.p.a.,Gianluca,Gaetano,2000-05-05,2031-06-30,,2026-09-02 22:15:53.956921+00:00
711,94005.0,Atalanta Bergamasca Calcio S.p.a.,Sead,Kolasinac,1993-06-20,2027-06-30,,2026-09-02 22:15:53.956921+00:00
712,708635.0,Atalanta Bergamasca Calcio S.p.a.,Lorenzo,Bernasconi,2003-11-16,2030-06-30,,2026-09-02 22:15:53.956921+00:00
713,205938.0,Atalanta Bergamasca Calcio S.p.a.,Mario,Pašalić,1995-02-09,2028-06-30,,2026-09-02 22:15:53.956921+00:00
714,173859.0,Atalanta Bergamasca Calcio S.p.a.,Davide,Zappacosta,1992-06-11,2028-06-30,,2026-09-02 22:15:53.956921+00:00
715,607854.0,Atalanta Bergamasca Calcio S.p.a.,,Éderson,1999-07-07,2031-06-30,,2026-09-02 22:15:53.956921+00:00
716,435772.0,Atalanta Bergamasca Calcio S.p.a.,Charles,De Ketelaere,2001-03-10,2028-06-30,,2026-09-02 22:15:53.956921+00:00
717,528833.0,Atalanta Bergamasca Calcio S.p.a.,Lazar,Samardžić,2002-02-24,2029-06-30,,2026-09-02 22:15:53.956921+00:00
718,357992.0,Atalanta Bergamasca Calcio S.p.a.,Raoul,Bellanova,2000-05-17,2029-06-30,,2026-09-02 22:15:53.956921+00:00
719,550108.0,Atalanta Bergamasca Calcio S.p.a.,Nicola,Zalewski,2002-01-23,2029-06-30,,2026-09-02 22:15:53.956921+00:00
720,672381.0,Atalanta Bergamasca Calcio S.p.a.,Jonathan,Rowe,2003-04-30,2027-06-30,,2026-09-02 22:15:53.956921+00:00
721,434433.0,Atalanta Bergamasca Calcio S.p.a.,Nikola,Krstović,2000-04-05,2030-06-30,,2026-09-02 22:15:53.956921+00:00
722,405885.0,Atalanta Bergamasca Calcio S.p.a.,Giacomo,Raspadori,2000-02-18,2030-06-30,,2026-09-02 22:15:53.956921+00:00
723,400489.0,Atalanta Bergamasca Calcio S.p.a.,Eljif,Elmas,1999-09-24,2027-06-30,,2026-09-02 22:15:53.956921+00:00
724,746695.0,Atalanta Bergamasca Calcio S.p.a.,Kamaldeen,Sulemana,2002-02-15,2029-06-30,,2026-09-02 22:15:53.956921+00:00
725,315867.0,Atalanta Bergamasca Calcio S.p.a.,Gianluca,Scamacca,1999-01-01,2028-06-30,,2026-09-02 22:15:53.956921+00:00
726,290537.0,Calcio Como,Jean,Butez,1995-06-08,2030-06-30,,2026-09-02 22:15:53.956921+00:00
727,948278.0,Calcio Como,Jacobo,Ramón,2005-01-06,2030-06-30,,2026-09-02 22:15:53.956921+00:00
728,346314.0,Calcio Como,Trevoh,Chalobah,1999-07-05,2031-06-30,,2026-09-02 22:15:53.956921+00:00
729,403151.0,Calcio Como,Robert,Sánchez,1997-11-18,2027-06-30,,2026-09-02 22:15:53.956921+00:00
730,88595.0,Calcio Como,Mauro,Vigorito,1990-05-22,2027-06-30,,2026-09-02 22:15:53.956921+00:00
731,242940.0,Calcio Como,Edoardo,Goldaniga,1993-11-02,2028-06-30,,2026-09-02 22:15:53.956921+00:00
732,709957.0,Calcio Como,Álex,Valle,2004-04-25,2029-06-30,,2026-09-02 22:15:53.956921+00:00
733,780630.0,Calcio Como,Willy,Kambwala,2004-08-25,2027-06-30,,2026-09-02 22:15:53.956921+00:00
734,385394.0,Calcio Como,Alberto,Dossena,1998-10-13,2028-06-30,,2026-09-02 22:15:53.956921+00:00
735,879217.0,Calcio Como,,Kaiki,2003-03-08,2027-06-30,,2026-09-02 22:15:53.956921+00:00
736,571271.0,Calcio Como,Ivan,Smolcic,2000-08-17,2031-06-30,,2026-09-02 22:15:53.956921+00:00
737,668547.0,Calcio Como,Máximo,Perrone,2003-01-07,2029-06-30,,2026-09-02 22:15:53.956921+00:00
738,467992.0,Calcio Como,Samuele,Ricci,2001-08-21,2027-06-30,,2026-09-02 22:15:53.956921+00:00
739,495667.0,Calcio Como,Lucas,Da Cunha,2001-06-09,2031-06-30,,2026-09-02 22:15:53.956921+00:00
740,160938.0,Calcio Como,Marc Oliver,Kempf,1995-01-28,2029-06-30,,2026-09-02 22:15:53.956921+00:00
741,627228.0,Calcio Como,Yan,Couto,2002-06-03,2027-06-30,,2026-09-02 22:15:53.956921+00:00
742,395237.0,Calcio Como,Maxence,Caqueret,2000-02-15,2029-06-30,,2026-09-02 22:15:53.956921+00:00
743,1190411.0,Calcio Como,Jesús,Rodríguez,2005-11-21,2030-06-30,,2026-09-02 22:15:53.956921+00:00
744,1231993.0,Calcio Como,Adrian,Lahdo,2007-12-26,2031-06-30,,2026-09-02 22:15:53.956921+00:00
745,988964.0,Calcio Como,Mattia,Liberali,2007-04-06,2031-06-30,,2026-09-02 22:15:53.956921+00:00
746,281989.0,Calcio Como,Luis,Milla,1994-10-07,2029-06-30,,2026-09-02 22:15:53.956921+00:00
747,580451.0,Calcio Como,Martin,Baturina,2003-02-16,2030-06-30,,2026-09-02 22:15:53.956921+00:00
748,747720.0,Calcio Como,Jayden,Addai,2005-08-26,2030-06-30,,2026-09-02 22:15:53.956921+00:00
749,948294.0,Calcio Como,Nico,Paz,2004-09-08,2028-06-30,,2026-09-02 22:15:53.956921+00:00
750,523318.0,Calcio Como,Anastasios,Douvikas,1999-08-02,2029-06-30,,2026-09-02 22:15:53.956921+00:00
751,1061282.0,Calcio Como,Assane,Diao,2005-09-07,2029-06-30,,2026-09-02 22:15:53.956921+00:00
752,364135.0,Calcio Como,Moise,Kean,2000-02-28,2027-06-30,,2026-09-02 22:15:53.956921+00:00
754,182906.0,Associazione Calcio Milan,Mike,Maignan,1995-07-03,2031-06-30,,2026-09-02 22:15:53.956921+00:00
755,608172.0,Associazione Calcio Milan,Ardon,Jashari,2002-07-30,2030-06-30,,2026-09-02 22:15:53.956921+00:00
756,887638.0,Associazione Calcio Milan,Davide,Bartesaghi,2005-12-29,2030-06-30,,2026-09-02 22:15:53.956921+00:00
757,574671.0,Associazione Calcio Milan,Strahinja,Pavlović,2001-05-24,2028-06-30,,2026-09-02 22:15:53.956921+00:00
758,1179195.0,Associazione Calcio Milan,Sankhoun,Diawara,2006-01-13,2031-06-30,,2026-09-02 22:15:53.956921+00:00
759,618341.0,Associazione Calcio Milan,Mario,Gila,2000-08-29,2031-06-30,,2026-09-02 22:15:53.956921+00:00
760,349599.0,Associazione Calcio Milan,Pervis,Estupiñán,1998-01-21,2030-06-30,,2026-09-02 22:15:53.956921+00:00
761,490384.0,Associazione Calcio Milan,Koni,De Winter,2002-06-12,2030-06-30,,2026-09-02 22:15:53.956921+00:00
763,939745.0,Associazione Calcio Milan,Lorenzo,Torriani,2005-01-31,2030-06-30,,2026-09-02 22:15:53.956921+00:00
764,182913.0,Associazione Calcio Milan,Adrien,Rabiot,1995-04-03,2028-06-30,,2026-09-02 22:15:53.956921+00:00
765,323167.0,Associazione Calcio Milan,Matteo,Gabbia,1999-10-21,2029-06-30,,2026-09-02 22:15:53.956921+00:00
766,303254.0,Associazione Calcio Milan,Fikayo,Tomori,1997-12-19,2027-06-30,,2026-09-02 22:15:53.956921+00:00
767,655006.0,Associazione Calcio Milan,Diego,Moreira,2004-08-06,2031-06-30,,2026-09-02 22:15:53.956921+00:00
768,964087.0,Associazione Calcio Milan,Alphadjo,Cissè,2006-10-22,2030-06-30,,2026-09-02 22:15:53.956921+00:00
769,27992.0,Associazione Calcio Milan,Luka,Modrić,1985-09-09,2027-06-30,,2026-09-02 22:15:53.956921+00:00
770,401922.0,Associazione Calcio Milan,Samuel,Chukwueze,1999-05-22,2028-06-30,,2026-09-02 22:15:53.956921+00:00
771,202886.0,Associazione Calcio Milan,Ruben,Loftus-Cheek,1996-01-23,2027-06-30,,2026-09-02 22:15:53.956921+00:00
772,315779.0,Associazione Calcio Milan,Christian,Pulisic,1998-09-18,2027-06-30,,2026-09-02 22:15:53.956921+00:00
773,1058363.0,Associazione Calcio Milan,Christian,Comotto,2008-04-25,2031-06-30,,2026-09-02 22:15:53.956921+00:00
774,741238.0,Associazione Calcio Milan,Omari,Hutchinson,2003-10-30,2027-06-30,,2026-09-02 22:15:53.956921+00:00
775,550550.0,Associazione Calcio Milan,Gonçalo,Ramos,2001-06-20,2031-06-30,,2026-09-02 22:15:53.956921+00:00
776,381950.0,Associazione Calcio Milan,Alexis,Saelemaekers,1999-06-27,2031-06-30,,2026-09-02 22:15:53.956921+00:00
777,503991.0,Associazione Calcio Milan,Yunus,Musah,2002-11-29,2028-06-30,,2026-09-02 22:15:53.956921+00:00
778,659516.0,Associazione Calcio Milan,Warren,Bondo,2003-09-15,2029-06-30,,2026-09-02 22:15:53.956921+00:00
779,1058368.0,Associazione Calcio Milan,Francesco,Camarda,2008-03-10,2031-06-30,,2026-09-02 22:15:53.956921+00:00
780,286047.0,Juventus Football Club,Guglielmo,Vicario,1996-10-07,2027-06-30,,2026-09-02 22:15:53.956921+00:00
781,413565.0,Juventus Football Club,Jhon,Lucumí,1998-06-26,2030-06-30,,2026-09-02 22:15:53.956921+00:00
782,585949.0,Juventus Football Club,Pierre,Kalulu,2000-06-05,2029-06-30,,2026-09-02 22:15:53.956921+00:00
783,516716.0,Juventus Football Club,,Bremer,1997-03-18,2029-06-30,,2026-09-02 22:15:53.956921+00:00
784,686965.0,Juventus Football Club,Juan,Cabal,2001-01-08,2029-06-30,,2026-09-02 22:15:53.956921+00:00
785,346551.0,Juventus Football Club,Kamil,Grabara,1999-01-08,2027-06-30,,2026-09-02 22:15:53.956921+00:00
786,75411.0,Juventus Football Club,Carlo,Pinsoglio,1990-03-16,2027-06-30,,2026-09-02 22:15:53.956921+00:00
787,459658.0,Juventus Football Club,Andrea,Cambiaso,2000-02-20,2029-06-30,,2026-09-02 22:15:53.956921+00:00
788,509022.0,Juventus Football Club,Federico,Gatti,1998-06-24,2030-06-30,,2026-09-02 22:15:53.956921+00:00
789,480116.0,Juventus Football Club,Lloyd,Kelly,1998-10-06,2029-06-30,,2026-09-02 22:15:53.956921+00:00
790,251075.0,Juventus Football Club,Zeki,Çelik,1997-02-17,2029-06-30,,2026-09-02 22:15:53.956921+00:00
791,162959.0,Juventus Football Club,Daniele,Rugani,1994-07-29,2028-06-30,,2026-09-02 22:15:53.956921+00:00
792,929994.0,Juventus Football Club,Kerim,Alajbegovic,2007-09-21,2031-06-30,,2026-09-02 22:15:53.956921+00:00
793,447661.0,Juventus Football Club,,Douglas Luiz,1998-05-09,2029-06-30,,2026-09-02 22:15:53.956921+00:00
794,463618.0,Juventus Football Club,Khéphren,Thuram,2001-03-26,2029-06-30,,2026-09-02 22:15:53.956921+00:00
795,332697.0,Juventus Football Club,Weston,McKennie,1998-08-28,2030-06-30,,2026-09-02 22:15:53.956921+00:00
796,568693.0,Juventus Football Club,Pape Matar,Sarr,2002-09-14,2027-06-30,,2026-09-02 22:15:53.956921+00:00
797,486031.0,Juventus Football Club,Nico,González,1998-04-06,2029-06-30,,2026-09-02 22:15:53.956921+00:00
798,216569.0,Juventus Football Club,Jérémie,Boga,1997-01-03,2029-06-30,,2026-09-02 22:15:53.956921+00:00
799,487474.0,Juventus Football Club,Francisco,Conceição,2002-12-14,2030-06-30,,2026-09-02 22:15:53.956921+00:00
800,496857.0,Juventus Football Club,Edon,Zhegrova,1999-03-31,2030-06-30,,2026-09-02 22:15:53.956921+00:00
